address,maxClaimable
0x8935D4CCbf09479EBB86efaDf8077eDBa84AcFb8,1
0x9e72f7CAbC9eADdDB179D6d6781a0ae3aBCE6E7B,1
0x1d935f516D5008Ff3153ab789258Bf5d8cF604f5,1
0xa7b99c55c7b6f31b3e2c19059f07697e0869e18d,1
0x714e075198636956785b4cc08be1c70d9361c445,1
0xe44013ad5f12f31cd0928336cdfa56800e9058ff,1
0xd91E1CFfb585Fa81F7721A88A6e18A112fdd4e31,1
0x2E65f336Ab542Af241973950bf72043646d91812,1
0x9CEcD002615F59af0AfB2F82241D274FB01F810C,1
0x308094E17617D9C04b5F224bA7f9e57420C8744D,1
0x6d9ed472Da62B604eD479026185995889ae8f80e,1
0xB0990FCB6807195EDa4Cce47517e99FBc6F80e53,1
0xC952C0b4d204E2F6EB8A0fE932bCa6Ef3b5EBe29,1
0x034020b6A9A51eC41aBAf0485E71cE5901fAf258,1
0x0C9Abd4682b3Db014679b0508fEe321A8B5CD5a6,1
0xca7DC3C115E7c8b8990b8A06b7111496a501F976,1
0x0c5e716623aA5114583525a5371829e08D17bE9A,1
0xFD01BD1368335EfaA5329F6d48a5E6f74389A3eE,1
0xd389e3272bE2dd07aCa708dd4055d7d5C2F94883,1
0x017D0245f891CC370b4bffbc67A2800472420683,1
0xC4884873ca51A309FAc8F308a44FcA4D5df6721A,1
0x70467DcA8FBb9b13EfBCa52C9B3450B0517927F4,1
0xDB5Df77973d383cdd8873Def4e89dC779aA36c85,1
0x0E11C0A91e78d62eED6B081dfb22e217aD27394F,1
0xf5b6F869D96164c323C12b7ba8739B2fb20e8EDc,1
0x7B2C1B566a5842Bc5934c3bb20bF191286b18168,1
0xc1f09292646A0Ea37E7F654a9B3E1fd6B78C1a05,1
0x194A9e04297EcfeD908BC4bAd973940aE8718a96,1
0x4B2F964fE6F094d5774a2100139C6C91C9023f87,1
0x9729e5e7b6bb1dc06c1c26814f67befd0f52b622,1
0xA4Adc8AbE09cf3c06f353576c2E9886eef815ebE,1
0xC77E307382B926CC9CB71aE6688279A39D88B59e,1
0x6cd093bFF25AF011b3b6AB024Ffeaad211BdF6cA,1
