address,maxClaimable
0x9dea42Ca64Fc1069aF422d329EF16E548936Da12,1
0x79b4b1CABEa754114c5C8d41C7f7cdbf5b18b193,1
0x511c4D6CCe87f564D12cD36F91fc18692523673E,1
0x9Cbf45642acf39B23a0AeD84c319C46B169a05F7,1
0xb6E1485dDA99f590CEEad3612b3178E5570A2462,1
0x6eBAf814371aE5dE382bA4b2E7Dc8788E9A828f7,1
0x19c9d458e2e67AeED4455474D2D66c91a81B0918,1
0xccF6d8C95014F834ff373998964bf3a6471593F8,1
0x91c68CDF2b81D6e1D30381511dE558a5a2d926dA,1
0x1040C9698c14Dc47c77B4014f2c4511Bb2a2852b,1
0x93971cc1582E46Db7F22f279acace1b3c07dEB71,1
0x75f795B898505896AA4c46DF691c0EA8208DDB75,1
0x7f12eC2732A92f13e1b8E5a1656da5Af62d6489D,1
0x3C4fCac5827536ABbf6b6B73E753872cAE337EC0,1
0x63F43663877d1E8F6195125BD51B5838CB93c977,1
0x616e662D822f683B65a67b56aD19F0F4dB87260a,1
0x590bF5bC04B78E1353839594428FC4199f5476bA,1
0x98eA26Cc0A92dB71bE14972AD68252A8c8c0d21a,1
0xadCE2A63565fb035bc9074692D1C2D085d08a1f4,1
0x4dB7608704D31bAB5110371aEE232bEe76313688,1
0x9ba6449c1441619c329Cbd8D4597bcea33D388FE,1
0x4d295525Bc00269DF80De4622fFf24c0E0624e9e,1
0x2fB23F30F584094C94Fa61B7dc976B2ef91741C5,1
0xBFe7e408ec05644C5549389c6599fBf758c40085,1
0x62f4119552a9B6F18841184cDEE2AFfFBFb52624,1
0x2C412a870AD2e2801018E57c8967f2CfDE01c9Bd,1
0xDd1BfdaC235E59Df454F8d51c057C5B46d813561,1
0x3DD24993B591aCf91E089D8f4e620Eb96f479D6a,1
0x445446e37cE2311E795b70f9aF2b02E2AB57CB85,1
0x48ac3a888D5A14ec0652647966A4bec76cC618F0,1
0x655D585c33E3A902f86cc50cd38FfadFE8e680B4,1
0x4816E958B78b01a97F37E39963497Dd5CB8A069d,1
0xc797e6a55398a7a57F85FfC8425Cf3304B7b986e,1
0x0B273F5561129CA142baA65166778833E44696ec,1
0xD286469D92CBCa1d594510ba8C9Bf798c31CD05E,1
0xB05D434F3994008283640fd9D29D576479356313,1
0x68B65ad776C81Afb9f99557533284B9d5bD68c2e,1
0x0200D8912CeC83a82B5009E609855C08AbEc863D,1
0x6a5E940F5e84363fB80536aE87A48E8Df83Cc457,1
0x05B8D180083848456B42F0513470F164c89B72Be,1
0x5704dD3ad02d0aBAB69D8a8b425bE63b78FA99e5,1
0x7e5be80b70d4CB215939De282648a47ab99677B2,1
0x0A54f15e1b13d76881051E9b4C7D2610DD0f8903,1
0x0F9e283bFB60874E79896afF1DF4aD205e323F6c,1
0xDaB103808BC4fA316295C39Da28E17c271F1E593,1
0x1dC94Ccec23308f63c263DbA1C8B1Bef9Fd173bf,1
0xd1d7EF3854DCc7600ac7d396a3D51B92835E8999,1
0xfE4897E7884a0918C7dfDdd3cA5959dE2F3c50Af,1
0x1fc51B899ca63161dC155B41FCBCC7a930158721,1
0xFfE9f695d9B3f01Ee7Bda508172298824E5DC7fD,1
0x4cb74d59fede477baf60aaf7b46a5a2797188640,1
0x8Ec41aE49e15Bb51bb84935BcbB1d9404D700421,1
0x590b91d7f1d674b2a370a14ba5d40ffc06380b2a,1
0x315DCDaF88BA3078AaABabC71Ed5Cbf554eb4f33,1
0xAd5f976081ff99d1152b7ffB2Be0775A27b7aA09,1
0xFe3E00d3d3F3864CC5D5Edee36003F8eabD44739,1
0xee223F5045C512c95E1155d249E87C00e8b24072,1
0x4bC6A5484bA16208A93F034A02E7C1D5D5227ee6,1
0x810Da9790b7620B8eca7a4EAb8781E1d828CBDAc,1
0xB696739a2D222D47a2f3E5492ceB5E6a7baB9261,1
0x64df297348A492Fb9728534CbC42313712b1Ad4A,1
0xEE667a3c89C7EE6E5a9595F998D32642DFd0931f,1
0x77674969D6b834a78C5cb9e31469186c39b98D9A,1
0x9722B36635a1916ef6F40003221b295C6Ec260E6,1
0x1D1B531C856Be9CF93Ce93d8914597dD8e2564ad,1
0x93023F151315179FD5D56D67f35F79BA129052AF,1
0x397f2c616ecd3e80d6638345cf8324f8d309b2b5,1
0x91FC25EaabDA8282eBcDfDCD1e3963bb556462e9,1
0x22a32F6d300A2D1958E93494816718E8e9DFdE6f,1
0x6a5c701fd5806757B336761E0B2dF789A96BaB3e,1
0x6f2C05E42863A564203172F826b1DB545258B8B0,1
0xc5DE4B330fa259Be850B6b8AF31B0b57003623B3,1
0xd81184a8F4855E1A7f3E814C8f87dA570dd4cc4A,1
0x0196D45Ff1e8cb5812391d2841832427EA40a26f,1
0xFcaE7EEfAdb1C8B84bC7069C6C65aa7AFb9Ec9c4,1
0x477E647CA2280821B5f08b7D4dfE80abA2D65F8F,1
0x56e0E1e4a74113233cf98838474413f84f7fbC2F,1
0x7dF4F7bAf352Bc934bfD4A24B9b9d03174F9f449,1
0xb9C83c4d0bB116fdb124e2721068feFFB383a18e,1
0xDF58886728e9FD20E4A9FE411dbf2F3a4B03292E,1
0xDd31d72BbB8788Ba9E26cEbE257d1c749617B520,1
0x8eDc06Dc14D702025148432D31eE7f901b9f7A5D,1
0xfef1a24044f0624A510DDb496C6afF9B04df5288,1
0x0c813C2e550126624b7E207c5e5b026c74aC9ad5,1
0x871DC6D70ADcad0470be29c06B279D7f48604Ee3,1
0x5fd7DA2F3Fa90DF89Aeb21f5Ac4Ee569bbCdC214,1
0x9290368dd0F855afB259869c5dbE57c91e7CBbD1,1
0x4aB92f9aa991280CaB6437f2e81050a6Eec206bE,1
0xE4fc69c7Fb55d9cf599cBbc5B3Ad4e62ABb76184,1
0x876677A5E47c6E5b2a3232297827eB83BB366bf3,1
0x2692bfFb35d77Ba8Dc42aA1eA78494ABC9dcf7C4,1
0x5E915d4dd165FdB44730A2f058Ca77B5E2475A7B,1
0xFc625fFf7FCdA20c1e99a9D5AEA4CB281723dce3,1
0xA4476daB31d1d163F114a290613cdA1cC1284448,1
0x3D9D28f26b6f2BA42f9C73Fd83d210B560f44498,1
0x65E6004Daf37db4501910175133821730147F87d,1
0xca8179B8C68cFDF3940AF627C3A3131ae8bdBdaD,1
0x5916cc44f338718E8F7b2ce41211F7A308187C36,1
0xfcFbA2a96a99e79F9fdc9B907d03880EAe3Bdf01,1
0xcF589dd790F5302624Ffc8CE413CD995571b7B2d,1
0x6fb3404625453558E3B62c7df0DcC0670014Aad6,1
0xa5D6FbCdDd22c7fdf1b2e2Cac115aa9D4D3a3E4e,1
0x3cF6BdF886bDe3D4a0082d981A677dFC3D9B5977,1
0x7af6144750e16a35e41d7deee0e87aad21f535f1,1
0x2FBFd30afc2B221e3e7a93293919f7562E0F2E61,1
0x9880039bc9a7A31b81D4ea5FAb031D18Db0b22f0,1
0x74CA3c4929C960BFb4Cb1fb69a6cA622CC36aC14,1
0x46A9A44f9299f43e3422E7FF2646Cf3C1E72FAC4,1
0x18C91E9Bf0720afA55b7AdCf0878439E93a22c08,1
0xa35F29893418C61AB675557ee5228E5225e78BA4,1
0x7CA95fB6ACd0eCe630f5446445876331Cc8FF44f,1
0xc1829c714C8CFB6C42a3314c97b9feDb785d13C7,1
0x604015E9D2553084fbF995e6DAEC8d37783b4FBA,1
0x56CcB2731F21E5C085FE435E422eF7AB9AC444Bb,1
0xC1638059FA98230590A09f82f8fe195F4100E97a,1
0x4485F851dA7f5e960E0A7f1117A42757C8Ac7573,1
0xda82001A158894e9a0078ca94bb0582119C29574,1
0x9991E9F1E63e57CC8A36F0195165869a10acE9E8,1
0xe2737a3fa8111b06531f242384d9390aeeacae9b,1
0xb1cc29c2b3ff328bf1c0a5dea214d9d6077c95c6,1
0xe7ce952f81cd895523f6ac6a5ffe55138430fd28,1
0x3c73778Be75904e81A0a1Ec0EC55704139d4C4EE,1
0x05a4ccA2601e2DEd21aa55A6aa5f8978574e95cf,1
0xaF9556ae9572fbbe9D1bf7952340F794f9ffC135,1
0x7227338022AE75B67da2A68073755d3A71266b96,1
0xd9cC03b859942dA54Cf39036cA3F88ed0C4116A3,1
0x1787f4fc0bf1079c75da3cd33c7d9749aca7d4f1,1
0xc5755504BE5559CD953c7Ecb32Ea8eC7c584DeF9,1
0xc5A082c0704f1f24745011E421457823da6aa66A,1
0xFC38FdcB3D94bAF1eB1182e21F979EC447F98A3E,1
0x23DaB07E40807cBB0957BA714105913F65bFEF23,1
0x75D52a950b7Eefd6f08FB121d6953A988206047e,1
0x64f3c6bb4D6bcA0723376B96ce731741E78b9708,1
0x698B5C8A8c22A8a99b497253c9B54c94bc22f5f4,1
0x6Fd3b7501e698389436A15D4acBA043FB93e5Dab,1
0x39eACDB772e78b6378F3829468d03Cb0dF8D65Ac,1
0xc30452caeB2fD97222455Caa3ae3105a96ec522E,1
0x3AB430f92b197511f76aC1c19A004CA475d9B101,1
0x17724309B10b95a786A9F54bedFf618505a18Bcd,1
0xD1908dA667632fca40B497a06E86cAD9705cD2A6,1
0x83Baa01051103079cD885c92d8425E6F59b05188,1
0x1941F5b8024E68cE9b25412F86b1077D0d269AE8,1
0xe1a13eD3B05A107Fd72D3075C94C98DB05C5E30c,1
0x5F15408B6fAC09Cf0Dc2F2F7f399f6711c95aAe9,1
0xe2030794c0f0e54c231FCB674082914535193743,1
0x86D91E0d7D109AD5c2afa30c256990B3b44bf578,1
0xcC9635C19F95315662A7e510Daf240928202941b,1
0x7c0F02D8e8dEBCc8678F2b57fA6D7BCbb5ca86dA,1
0x91CDF7a34ecaE2fA3b9894753707aB5BCFBfE53d,1
0x8d3326c5facd9ec978deafced2e718fa7d59ff49,1
0x2c5782de3b3ea3733bf58bc4141a37122f8f8665,1
0x05425b19544f326bea7c88bcfd26528aee9648e4,1
0xfeba9b828bc48817d5f4891fbf8c689ad9a7e2da,1
0x1d168b12e6f20730a7b41d3e59ccce5145cb2e86,1
0x3C2b22a5C6c377edF6aD94B1A28442b290395921,1
0xeb3f77f57b39825463cb8974d95fce73ca529384,1
0x0318c3080fd8f13d68cd7eb14bea6843a7c9e88b,1
0xad06635ef1370ac68a2a26032ed7e63421ff7ff3,1
0x641b59c22327043832dcc547c9cf4b8442ccc85a,1
0x2621ff52911029525833882312e5BEB91e087D41,1
0x667aECEAA46783f9fE96887E200E4Ed50566eC13,1
0xD89940FEcC2979ae7229Adde40148eC2aa8748dD,1
0x5d7C32eeCA737bF574613Dc4f1854EC4FdFE11Ce,1
0xa88F98607aa3646D3907445FfFadDB0A5533B992,1
0x597227b11e66c0E0B744cCae627Ff6fE868bD71D,1
0x9C8ca5720bF5A39166828c33803A695C867B9550,1
0xD191cfd40682F84Ef621180a946D402ED2665e5C,1
0x5bb284d60818b592CAb588cE9b58eb42366c8d27,1
0x15Aa89b2BD37397Fd5b5C1AC12Cac2C0a8931e66,1
0x97Fd469dbeE2C3649fD35E0C2530dC7D91D8993f,1
0x16AB446C8112812C2092E99215ba521c029526D3,1
0x0fB5364b42640242aBdd47Dfa61303e14C07b5aB,1
0x1e92045dE8E29Bc3C868C6503Ee9ce2D47Fd9F4a,1
0x2Eaa746c3a232c8914651dEd56EF3da61767Aff8,1
0x16bD0918284709Ce8C68c47a3255330127C858D2,1
0xcD204651Ea1977722D66dE58984774b39ae5c95E,1
0xCD6A6aAff1233cECF294d1De86C79fB90f5DB24C,1
0x385b7D9721f2f0A502544C0A14Cf56ddEA542a3c,1
0x0EF9dF0f8C75E29dEb6621D282753481F2C7B74F,1
0x7c1e2856BF4937EE5E8F7C1c273637a4a62D1B83,1
0x0fAe412F4b1a9cF275E04ebB505088e97914626e,1
0xd43E7DBFD0B653463bDf22563fc9A4B208ce1235,1
0x332Ff3A262B2cB27Dfc5D2bbA0FAFE64E8c59Eec,1
0xC092B16f527e0c4570b2Dc6121F6342CA07a6D7A,1
0x358292c0936305bA64ffF41B25DF608374C024Aa,1
0x086860E68E7ec40358597Eea0086f83ED1974495,1
0x27a916643CD9C0D05F68A5bF313Eae9AFC6b7eEe,1
0xfb436c3480AA84Ed1F575De401d217D3D0110e39,1
0x498da9e9c6a38d63cd9a753d4e7a9d6e8081c1a7,1
0xA5E38C88317Fe2218D814b1502956253616dC7e6,1
0xa04c94a5A8B890689AD7e1fA141FF40f89A65D38,1
0x948F2f875Ba2E2D281723Ff90431090c61E11675,1
0x7b76db7E31B3a8df8181dB6fC4280e37ddd3FC6F,1
0x78DfAf97Aacd16Cdfa7882CE88145b33D9dcCbC7,1
0x17b8909a6fFA2C0255BB0dE6Be9E5A4A768690c2,1
0x070fa4f484E79B1183B5f3043bbe729A110047aE,1
0xbC73af714F951Ab765924dA90dFa934774276072,1
0xd0162bCC63A9115135F9aE3d0dCa32b1330bEFB1,1
0x890c343365C5B0380e6f532b82437cC5d0B31199,1
0xbcDD209Bcdde1D7234480Ad1Cf5FB0d48A848C8c,1
0xcfd7c42537dfb5d93c9a57f2c3198ffc38f3f3f0,1
0xAD79d347D42b9709E58972Bd0E4A790157227492,1
0xe07E7dA4227Ebf6f2bfAB62A3263F54dBD49dB4A,1
0xfb486DA2AEfa1F2Da254c4423fC0339c4C8E04A9,1
0xAc18f5a086Aea9067b30c097E3645F7F884E7a00,1
0x01Cb6466c3576B83CDc707f63D0Ba9d34BA76c3E,1
0xB3557ba0d49bb21b43b2a5AC1dB4b5258b8E6640,1
0x6b2d8856026a67A085b491Bec9FfB9039f04245E,1
0xb519095fB7F2438D778F44aFB9CDc2f9611D85Ed,1
0x4C5c003Eb8082D1Db5228E6EE173b37b67BD9688,1
0xC24D10245E8a2261415F79260E2648AFf66389ff,1
0xfF2c7125049B649b5764221A0fCac138F0B3ffF6,1
0x72a147671B708fc19c50B6101b898CdC10808b08,1
0xB772788d60459B2575e1DA06fB6ce8FeFbc6E0f2,1
0x785e38E7CC8a16BEcFFf424BD2dc432f509689aa,1
0xB44eeaF19fd3FC62fC091158223B10FC84a195E2,1
0x9c9D341658cd8bE9023c8b6B6cd2179c720538a0,1
0xe09aA710176CB4C2c13cA5327666fb9b8eF62eD7,1
0xb3A87928c11Ac47Acd6156Bf8604B4c7f67a022c,1
0x369488F5ad902eb2Eb0A71CF686c59B88Ee849f1,1
0xA0008b45f9aff39613Aa9B0b9E3b79cB25c0aE55,1
0x9A7F36a5cB24d7FafDdFb48EB89922e2C13C5D7A,1
0x7156EDD9F3d345fDf4F362716BCbC7d8d587F70a,1
0x2b4c474676adbd52fbbae029a2d30793edaab31f,1
0xB04CB183A70e365ADA11283Cc768670dd173140b,1
0x0e74d4247fd164147e7d087441f5a5d310c988bf,1
0x635c8f3ED99e53606eA849a7c76CEbe3a4204e34,1
0xE00ebbdD872DEF388F0A818185d23b99e6d57be1,1
0xdc6e204c5f4b96a19acf87977cec304f63be6a6b,1
0xc312add89b13671105f6695de17ca2ad0efee91b,1
0x071d9d8525f2f7092d50d9183265ab83c7cc0647,1
0xfbd03a61c66d1f01853d3d2195cb8b322b3b7f42,1
0x1cab80b69ca9701fb5f5df83c0affb5e643a1e5f,1
0x60ecc99aae06Eb549F2ABCCAd6F3f73d8724702D,1
0x6CBD9D028EB00F1BC2B6b33AEbe5C213c46865c0,1
0x0441D0f311AbF61C1405AB81047673F90cB7bDb8,1
0x1823576897f17E18B144bf4635C1a82aEbcD5fc2,1
0xc19879fd5aF04ACBBC62123e3CFd5c9Ff03B6361,1
0x356Da5F1459CC05b69432F1D8F6cD0231870d8c7,1
0x6571026B1561763a3BB84eb32995F727E42F6156,1
0x6719438ef4ee9ae6153c34049dd1e360ddb557f1,1
0x950d1d501319cdda5eC2cCb325F072E45471F1aC,1
0x64b725bE08398AE24Cb94B679496cb4A3328880F,1
0xFbbdaF143053b5Ef110f336d2aceFd17A0ACC012,1
0x4FDF3264926c08f0E4D905Eb258B60725593aF44,1
0x26Ee52E6862aEDBbd39e37445e97fA79060BF628,1
0xe56F2AB9b1680CBdb4e53b5b1Ecc05e0EcB3367F,1
0x6637b1A4BF4b3534EF54D837ad03eC8e177670fF,1
0x74e78ECf96d49194681c4A1c647297bCAB535673,1
0x58507dF8d7BA18df0b34DbF1bD8c6c9c2F0ad39D,1
0x092308b90d25411273a0bc0d2a8cfce1beae92e5,1
0xbF2F7b9c305fC0794284BBcB9d9dac1E11A6e309,1
0xf6D3D873bCD61A6B834fc3Bc6B9C4B48FB04a0C4,1
0x1Bea21B999179C0F375Ae634aDE63f3C0481e692,1
0x72ABE05A60483498D33e04c76fDc622FB35e5be5,1
0x603319e31b7e6Cf7816A34F227265Ed052B46e1D,1
0x71BEB1EcE5A19a193d2E98695be86fA04674f571,1
0x3715f979750F09d621716eA4ceB810d90e28ACA6,1
0x633d9128adeeac5c7c251540f1066d9b767deddf,1
0xEe2eBDaAAA29D7c4cB6D1116aD6F99DC23adc5F4,1
0x81664704e0cCacf462b00F6407B92403540192a0,1
0xBAe27274386d6AfA4F01E6C933b7372227dCe6aE,1
0x9F5c3DC7bB2c1C8F584360b7Fb7dBe5675B10640,1
0xce567342549D149e71CFce924303Af0e366c3c0C,1
0x4dC83d1a130e24951Dc8F008D9C8aDB994F99641,1
0xb41C5D94A95B9e80DFC5293813Faf4deCbAa7700,1
0xBd356E0dC24f4Feb2c4b066c34b8A6fa33C828E1,1
0x9D92aC77EE1b18CF5891eC75e93a7da7CAbE35bB,1
0xBB3474f3F296d9574EB4cA108978B0fE895269F2,1
0x03eDe0218970ED0641b48B123281db278D2BC2bE,1
0x65f3272e2a6e7fc49f26b6a8fb6adc5dc1c2dac5,1
